sample	selected_count	subset_diversity	domain_pass_rate	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score
265	20	0.6316166489	0.15	0.07804515429	0.3369565217	0.7895216944	0.6719518466
266	20	0.7657237631	0.2	0.08959330144	0.402173913	0.7108729238	0.7357833486
267	20	0.7746419652	0.2	0.1255913062	0.3847826087	0.7514000452	0.7390803426
268	20	0.6252937551	0.05	0.009090909091	0.2717391304	0.8320444249	0.6718786047
269	20	0.6405889264	0.15	0.08827751196	0.3391304348	0.7733960382	0.6748398407
270	20	0.760072593	0.1	0.05034190187	0.3195652174	0.7605209605	0.7333257755
271	20	0.7495114079	0.15	0.1100478469	0.3304347826	0.7555813031	0.7256642972
272	20	0.6260934238	0.05	0.05009960031	0.2782608696	0.8244800631	0.6708346136
273	20	0.77682682	0.25	0.1485578134	0.4369565217	0.6827778051	0.7417259648
274	20	0.537122381	0.05	0.00980861244	0.2913043478	0.8400070549	0.6376553227
275	20	0.7739592434	0.15	0.1094483079	0.347826087	0.7641138378	0.7385873216
276	20	0.6453434362	0.15	0.06590909091	0.352173913	0.7515183341	0.6767356838
277	20	0.6766350907	0.2	0.1354066986	0.3760869565	0.7377955231	0.6880636471
278	20	0.7833301163	0.2	0.1435290471	0.3717391304	0.7297909321	0.7460870336
279	20	0.6765956917	0.1	0.05860566027	0.3260869565	0.7813792327	0.688632319
280	20	0.4851441237	0	0	0.2413043478	0.8691425659	0.6207310633
281	20	0.7197782464	0.15	0.09425837321	0.3065217391	0.8025442092	0.7214458258
282	20	0.6523907315	0.1	0.054784689	0.3086956522	0.7861405642	0.6797232437
283	20	0.8004720578	0.2	0.1183829559	0.3913043478	0.732962607	0.7584864019
284	20	0.7091450732	0.05	0.03110047847	0.2956521739	0.8146274019	0.7085021287
285	20	0.6598731058	0.1	0.05416820022	0.3347826087	0.7740615524	0.6846081532
286	20	0.7690914908	0.15	0.0778708134	0.3673913043	0.7387562293	0.7375983078
287	20	0.7477033231	0.2	0.1108173682	0.3782608696	0.7564225452	0.7231756944
288	20	0.6998205078	0.2	0.1666682809	0.3695652174	0.7076691556	0.7050181775
289	20	0.701441417	0.1	0.05326049758	0.3239130435	0.7803540732	0.705966528
290	20	0.7539917684	0.1	0.04125099277	0.3239130435	0.7672496229	0.7314298672
291	20	0.6325468645	0.1	0.09413197606	0.3347826087	0.777419489	0.6718375074
292	20	0.7582839736	0.2	0.1510596052	0.3826086957	0.7237475556	0.7309193196
293	20	0.6351100948	0.05	0.0100346099	0.302173913	0.8052578782	0.6750482009
294	20	0.691180629	0.15	0.1241626794	0.3391304348	0.7647595924	0.6983519277
295	20	0.7269625537	0.25	0.1157762367	0.4	0.7117447247	0.7148547814
296	20	0.6450407386	0.1	0.07773795918	0.3347826087	0.7856152158	0.678707821
297	20	0.7655080538	0.3	0.1793609438	0.397826087	0.7143960377	0.7349007268
298	20	0.7665151244	0.15	0.08265550239	0.3673913043	0.7343674485	0.7358802802
299	20	0.7970354848	0.3	0.1545217248	0.4326086957	0.6757543585	0.7638246908
300	20	0.8020839654	0.2	0.1289234773	0.3739130435	0.719264989	0.7533062428
301	20	0.5626500154	0.1	0.06136363636	0.3217391304	0.8094563404	0.6450739978
302	20	0.8086689916	0.2	0.1069101951	0.4152173913	0.6968977621	0.7627947405
303	20	0.6415356823	0.1	0.07953480038	0.3413043478	0.7835483543	0.6754351528
304	20	0.6305401836	0.05	0.04389806869	0.2608695652	0.8302849041	0.6754163865
305	20	0.5773735741	0.1	0.04437799043	0.3173913043	0.8015945918	0.6507563956
306	20	0.7669081664	0.35	0.2295338318	0.4695652174	0.6503440674	0.741244394
307	20	0.7464529186	0.15	0.0910001356	0.347826087	0.7551211688	0.7228368465
308	20	0.6678418565	0.1	0.04998305019	0.3108695652	0.7769859363	0.6863517516
309	20	0.4966105488	0.05	0.00490430622	0.2869565217	0.818924591	0.6267665052
310	20	0.7743533939	0.15	0.05697928572	0.3347826087	0.7603010498	0.7350911634
311	20	0.6774080359	0.15	0.1080690777	0.302173913	0.8117472096	0.6925459346
312	20	0.6361768767	0.05	0.05692714488	0.3043478261	0.8099262964	0.6746161851
313	20	0.7028790274	0.2	0.1607655502	0.3630434783	0.7345668056	0.7020434317
314	20	0.6707018732	0.25	0.1576555024	0.3695652174	0.7254790563	0.6882229499
315	20	0.7205656432	0.1	0.0591856666	0.3347826087	0.7708968624	0.7112991127
316	20	0.7621070807	0.3	0.1192515933	0.4130434783	0.7051182605	0.7359366838
317	20	0.6399307228	0.15	0.05442583732	0.3456521739	0.7703271306	0.6741579228
318	20	0.6709573683	0.1	0.05225949028	0.3347826087	0.7982190246	0.6872995438
319	20	0.8488634692	0.2	0.1170829863	0.397826087	0.6987971102	0.7863639692
320	20	0.8141707822	0.3	0.2198432223	0.4391304348	0.6508560672	0.7726372273
321	20	0.828212319	0.2	0.1380884812	0.3934782609	0.7072206056	0.7751694359
322	20	0.7588955158	0.2	0.117094609	0.3804347826	0.7368423166	0.7313900638
323	20	0.6955701904	0.2	0.1102870813	0.347826087	0.7617681518	0.6997011247
324	20	0.776102058	0.25	0.1437692501	0.3956521739	0.7051099867	0.7474406461
